1.751 354.89 8006.29 
1.844 373.739 10165.6 
1.876 380.225 14394.1 
1.891 383.265 15940.1 
1.941 393.399 10124.3 
2.02 409.41 17151.2 
2.33 472.241 24766.7 
0.948 36.2082 3384.27 
1.295 49.4617 2774.14 
1.376 52.5554 5076.24 
1.412 53.9304 2449.9 
1.543 58.9338 4892.35 
1.847 70.5449 14513.1 
1.91 72.9512 3850.55 
2.395 91.4754 8590.99 
2.485 94.9129 9954.92 
3.031 115.767 19262.3 
0.649 86.0147 942.304 
1.032 136.775 1970.51 
1.121 148.571 2349.86 
1.128 149.499 2148.75 
1.139 150.957 3710.12 
1.178 156.125 3893.84 
1.276 169.114 2939.97 
1.471 194.958 3337.81 
1.474 195.356 9177.49 
1.481 196.283 4888.92 
1.552 205.693 7143.5 
1.588 210.464 4733.25 
1.591 210.862 5990.04 
1.632 216.296 7840.17 
1.645 218.019 5837.77 
1.775 235.248 5342.06 
1.786 236.706 13428.3 
1.964 260.297 9893.4 
1.973 261.49 7056.35 
2.202 291.84 9168.97 
2.237 296.479 11501.6 
2.415 320.07 24220.3 
2.535 335.974 11806.5 
2.626 348.035 10572.7 
2.757 365.397 13557.8 
3.122 413.772 14829 
0.942 125.274 2746.43 
1.053 140.036 3928.27 
1.171 155.729 8401.39 
1.185 157.59 5705.85 
1.197 159.186 3807.82 
1.262 167.831 4223.35 
1.269 168.761 6386.35 
1.293 171.953 6528.89 
1.33 176.874 8031.62 
1.389 184.72 7804.02 
1.392 185.119 7479.92 
1.426 189.641 5551.37 
1.483 197.221 6131.26 
1.497 199.083 8117.62 
1.6 212.78 9937.49 
1.611 214.243 6309.02 
1.611 214.243 7271.09 
1.896 252.145 12432.4 
1.903 253.076 13841.2 
1.929 256.533 7442.25 
2.242 298.159 13217 
1.073 206.332 2674.79 
1.334 256.521 3272 
1.46 280.75 3801.04 
1.091 159.833 4900.66 
1.393 204.077 6979.35 
1.437 210.523 6159.1 
1.678 245.83 9568.39 
1.68 246.123 6899.35 
2.059 301.647 8496.22 
0.954 157.931 1561.01 
0.995 164.718 1692.5 
1.247 206.436 2498.39 
1.256 207.926 3659.2 
1.288 213.223 4027.76 
1.579 261.397 4684.44 
1.779 294.507 5235.98 
1.858 307.585 5373.63 
1.861 308.081 5023.75 
1.907 315.696 13609.8 
1.981 327.947 9640.26 
2.061 341.191 7789.11 
2.117 350.461 7087.27 
2.153 356.421 6862.82 
2.778 459.887 8820.78 
1.06 45.0111 2384.06 
1.094 46.4549 3542.84 
1.36 57.7501 3264.36 
1.462 62.0814 3929.4 
1.501 63.7374 3510.54 
1.51 64.1196 6001.01 
1.642 69.7247 6315.62 
1.67 70.9137 4969.93 
2.016 85.606 8287.46 
2.139 90.829 11327.8 
1.151 126.396 1579.32 
1.657 181.961 3531.08 
1.701 186.793 4324.48 
1.921 210.952 2196.49 
2.101 230.718 3486.2 
2.224 244.226 8396.31 
2.285 250.924 4347.14 
3.938 432.446 9544.03 
1.701 201.186 1420.86 
1.713 202.606 1970.59 
1.925 227.68 8011.87 
1.943 229.809 2250 
1.951 230.755 2623.43 
1.981 234.303 12257.2 
1.995 235.959 3156.16 
2.123 251.099 2079.45 
2.245 265.528 4758.87 
2.261 267.421 3487.1 
2.265 267.894 1618.54 
2.313 273.571 4053.43 
1.066 258.305 1387.8 
1.123 272.117 1734.61 
1.442 349.415 1027.99 
1.548 375.1 1639.83 
1.671 404.904 2413.75 
1.555 202.678 1085.97 
1.566 204.111 1511.49 
1.649 214.93 1376.85 
1.674 218.188 1084.94 
1.704 222.098 1471.06 
1.744 227.312 1416.56 
1.766 230.179 2030.73 
2.42 315.421 4781.66 
2.779 362.213 3724.39 
3.128 407.701 7975.81 
1.519 217.691 1067.11 
1.552 222.421 980.245 
1.639 234.889 1908.39 
1.68 240.765 3870.82 
1.864 267.134 5394.68 
2.094 300.096 2851.19 
3.074 440.542 17005.7 
1.196 95.1484 4478.41 
1.391 110.662 1703.47 
1.493 118.776 1691.42 
1.565 124.504 2651.3 
1.664 132.38 3568.37 
1.747 138.984 2708.65 
1.808 143.836 2627.83 
1.901 151.235 2938.21 
1.96 155.929 3073.33 
2.067 164.441 2740.48 
2.193 174.465 6050.32 
2.199 174.943 4510.9 
2.642 210.186 5977.91 
1.198 179.3 1058.91 
1.666 249.343 2628.42 
1.676 250.84 2663.38 
1.943 290.801 4855.82 
1.95 291.848 3018.29 
2.05 306.815 5293.3 
0.606 96.0225 323.303 
1.223 193.788 1348.69 
1.408 223.102 1322.1 
1.486 235.461 1980.72 
1.509 239.106 2012.33 
1.511 239.422 2033.14 
1.526 241.799 1904.03 
1.573 249.247 1934.32 
1.617 256.218 2647.1 
1.68 266.201 1694.88 
1.69 267.786 3072 
1.721 272.698 1957.7 
1.728 273.807 3198.94 
1.746 276.659 1922.22 
1.752 277.61 2647 
1.86 294.723 3587.85 
1.89 299.476 2235.61 
2.003 317.381 2676.81 
2.019 319.917 3041.65 
2.089 331.008 4932.68 
2.181 345.586 3630.53 
2.365 374.741 1470.27 
